"Index","UID1","Ques1","Ans1","UID2","Ques2","Ans2"
"219","1183","Which type of sport was Pavel Sedláček a part of ?","athletics","5108","Which part of speech comes from Victor Emmanuel II of Savoy ?","Viva Verdi"
"220","1194","Which sport did Nermin Šabić participate in ?","football","5113","Which road has Felix Mendelssohn Bartholdy as its toponym ?","rue Mendelssohn"
"221","1213","What was the sport that Sergei Rastegayev was a part of ?","football","5208","Which abstract being is namesake of Europe ?","يوروبا"
"222","1280","Which sport was Oliver Merkel a part of ?","football","5222","Which geographic location is United States of America named after ?","Americas"
"223","1303","What did Dieter Brozulat participate in ?","football","5459","Which administrative territory is the etymology of Canada ?","Stadacona"
"224","1316","Which sport did Henri Gance participate in ?","weightlifting","5712","Which astronomical object type is named after Frank Sherwood Rowland ?","9681 Sherwoodrowland"
"225","1342","What was the sport that Alfredo Fígaro was a part of ?","baseball","5741","Which people is the etymology of Germany ?","Saxons"
"226","1358","Which sport was Jim Parker a part of ?","football","5790","Which astronomical object type is the eponym of Białystok ?","19981 Bialystock"
"227","1403","Which sport was Jorge Perona a part of ?","football","396","Which person is in Sharpay's Fabulous Adventure ?","Ashley Tisdale"
"228","1430","What was the sport that Rogerio Moreira was a part of ?","football","1234","What is the name of work of art starring Luisa Corna ?","Nirvana"
"229","1449","Which sport did Tom Maidment participate in ?","football","2717","What is the name of television program starring Roland Eugen Beiküfner ?","Freiwild – Ein Würzburg-Krimi"
"230","1458","Which sport was Selim Özer a part of ?","football","3321","Which work of art has Eric Sheffer Stevens in its star cast ?","Silent House"
"231","1519","What was the sport that Tony Finnigan was a part of ?","football","3577","Which film genre has Lucille Ricksen as actor ?","The Denial"
"232","1538","Which sport did David Clarkson participate in ?","ice hockey","3926","Which work of art has Dale Winton as actor ?","Trainspotting"
"233","1578","Which sport was Ferario Spasov a part of ?","football","5522","What is the name of work of art starring Jack Marshall ?","Whom the Gods Would Destroy"
"234","9","Which city is the place of death of Sterjo Spasse ?","Tirana","5876","Which work of art does Myrna Fahey star in ?","House of Usher"
"235","18","Where did the demise of Nathaniel McLenaghan occur ?","Perth","627","Which work has England as its main topic ?","Beauties of England and Wales"
"236","43","Where did the expiration of Frans Blom occur ?","San Cristóbal de las Casas","908","Which article has Robert Brough Smyth as its main topic ?","Smyth, Robert Brough"
"237","168","Where did the demise of Phyllis Calvert occur ?","London","1392","Which article has Benjamin Ferrey as its principal topic ?","Ferrey, Benjamin (DNB00)"
"238","196","Where did the demise of Josef Bürgi occur ?","Arth","1615","Which article has Augustus Pugin as its principal topic ?","Pugin, Augustus Welby Northmore (DNB00)"
"239","297","Where did the expiration of Willy Bertschinger occur ?","Uster","1753","Which collectable was primarily based on piano ?","The Piano: An Encyclopedia"
"240","304","Where did the expiration of Guglielmo Giovannini occur ?","Bologna","2374","Which article was mainly based on Colquhoun Grant ?","Grant, Colquhoun (1764?-1835) (DNB00)"
"241","316","Where did Ivan Parík expire ?","Bratislava","2440","What was the main subject of The Rage: Carrie 2 's work ?","virginity"
"242","328","Where did the demise of Pedro Ramírez Vázquez occur ?","Mexico City","2713","Which literary genre is organist a main subject of ?","Biographical Dictionary of the Organ"
"243","347","Where did Gottfried Eichler der Jüngere die ?","Augsburg","2802","Which article has Robert Hobart, 4th Earl of Buckinghamshire as its principal topic ?","Hobart, Robert (DNB00)"
"244","428","Where did Co Bouwens die ?","Amsterdam","3101","Which literary genre was primarily based on lawyer ?","lawyer joke"
"245","449","Where did Clarence Pinkston expire ?","Detroit","3259","Which portmanteau word was mainly based on punk rock ?","Maximumrocknroll"
"246","469","Where did the expiration of Paul Tritscheller occur ?","Lenzkirch","3300","What was the main subject of Le Chasseur Zéro 's work ?","World War II"
"247","494","Where did the expiration of Alois Fuchs occur ?","Schwyz","3669","Which journalism genre was primarily based on Social Democratic Party of Austria ?","Kommunisten und Kommunistinnen in der Wiener Polizei"
"248","499","Where did Daniel Lewin expire ?","New York City","3957","Which collectable is piano a main subject of ?","The Piano: An Encyclopedia"
"249","538","Which french administrative division is the place of death of Andrés Mellado Fernández ?","Biarritz","4077","Which television program was mainly based on Elizabeth II ?","The Crown"
"250","569","Where did Nicolas Bachelier die ?","Toulouse","4224","Which work of art was mainly based on Marcus Aurelius Antoninus ?","equestrian statue of Marcus Aurelius"
"251","608","Which administrative territory is the place of death of Alfred Gray ?","Bilbao","4521","Which book was primarily based on musician ?","Baker's Biographical Dictionary of Musicians (Centennial ed.)"
"252","623","Where did the expiration of Stipe Šuvar occur ?","Zagreb","4614","Which electronic media has curling as its main topic ?","results worldcurling"
"253","697","Where did the demise of Ernst Raupach occur ?","Berlin","4637","Which magazine genre was mainly based on English ?","Nordic Journal of English Studies"
"254","708","Where did Gustav Bischof die ?","Bonn","4818","Which collectable was primarily based on piano ?","The Piano: An Encyclopedia"
"255","713","Where did the demise of Boško Vuksanović occur ?","Belgrade","4995","Which article has John Coleridge, 1st Baron Coleridge as its principal topic ?","Coleridge, John Duke"
"256","728","Where did the expiration of Reinhold Schulze occur ?","Bonn","5036","Which collectable was mainly based on bishop ?","The Bishops of Scotland"
"257","807","Where did the expiration of Arthur Breycha-Vauthier occur ?","Feldkirchen in Kärnten","5094","Which electronic media was primarily based on curling ?","results worldcurling"
"258","885","Which administrative territory is the place of death of Pedro Ferriz Santacruz ?","Houston","5750","Which work of art was mainly based on dog ?","Roundabout dog"
"259","913","Which administrative territory is the place of death of Eduard Goebel ?","Fulda","5808","Which magazine genre was primarily based on English ?","Nordic Journal of English Studies"
"260","948","Which administrative territory is the place of death of Horace Farquhar, 1st Earl Farquhar ?","London","5835","Which journalism genre was primarily based on Social Democratic Party of Austria ?","Kommunisten und Kommunistinnen in der Wiener Polizei"
"261","975","Where did the demise of Felix Beloyartsev occur ?","Pushchino","6031","Which television program has France as its main topic ?",""
"262","1049","Where did the expiration of Porky Freeman occur ?","Orange","6135","Which collectable has United Kingdom as its main topic ?","Introduction to Administrative Law"
"263","1078","Which administrative territory is the place of death of Hector Lefuel ?","Paris","6266","Which article has Augustus Charles Pugin as its main topic ?","Pugin, Augustus Charles (DNB00)"
"264","1081","Where did Arthur von Enzenberg expire ?","Innsbruck","6270","Which article has John Mason as its main topic ?","Mason, John (1600-1672) (DNB00)"
"265","1101","Where did K. A. Nilakanta Sastri die ?","Chennai","6366","Which literary genre has politician as its main topic ?","worldstatesmen"
"266","1108","Which french administrative division is the place of death of Jean Elichagaray ?","Bayonne","6428","What is Quintin Kennedy a main subject of ?","Kennedy, Quintin (DNB00)"
"267","1114","Where did Armando Angelini expire ?","Seravezza","6448","Which article was primarily based on William Pearce Howland ?","Howland, William Pearce (DNB12)"
"268","1122","Where did Addi Furler die ?","Cologne","6598","Which article is Thomas Shaw Brandreth a main subject of ?","Brandreth, Thomas Shaw (DNB00)"
"269","1134","Where did the demise of Nino Tamassia occur ?","Padua","365","Which person has Guernsey as its head of government ?","Jonathan Le Tocq"
"270","1217","Which administrative territory is the place of death of Manuel Cabral y Aguado Bejarano ?","Seville","478","Which administrative territory has a government lead by Enrique Peña Nieto ?","Mexico"
"271","1257","Where did Telesforo Aranzadi die ?","Barcelona","961","Which person is the head of government of Bratislava ?","Ivo Nesrovnal"
"272","1317","Where did Henri Gance die ?","Paris","1090","Which person is Piles the head of goverment of ?","David Morant Ciscar"
"273","1321","Where did the demise of Barry Crane occur ?","Los Angeles","2603","Which person has Cincinnati as its head of government ?","John Cranley"
"274","1397","Which administrative territory is the place of death of David Rappaport ?","Los Angeles","2612","Which political territory has its government headed by Ferran Armengol Tauran ?","Argentona"
"275","1455","Where did Émile-Auguste Doumet expire ?","Paris","2648","Which person has Replonges as its head of government ?","Michel Voisin"
"276","1460","Where did Bronisław Gubrynowicz expire ?","Lviv","2826","Which person is the head of government of Amsterdam ?","Eberhard van der Laan"
"277","1584","Where did Kay Stammers die ?","Louisville","2889","Which person is Japan the head of goverment of ?","Shinzō Abe"
"278","1612","Which administrative territory is the place of death of Franz Ignatius Rothfischer ?","Göttingen","2903","Which person is Cleveland the head of goverment of ?","Frank G. Jackson"
"279","35","Which administrative territory does Maine belong to ?","United States of America","3168","Which person is the head of government of Amato I Cabinet ?","Giuliano Amato"
"280","45","Which political territory is Copenhagen situated in ?","Denmark","3186","Which person is the head of government of Bescanó ?","Xavier Soy Soler"
"281","116","Which administrative territory is Mercy-le-Bas present in ?","France","4445","Which person has Oslo as its head of government ?","Fabian Stang"
"282","219","Which administrative territory does member of the State Senate of Wisconsin belong to ?","United States of America","4593","Which person does Nepal serve as the head of government for ?","Sushil Koirala"
"283","367","Which administrative territory is Junhac a part of ?","France","4647","Which person is the head of government of Curitiba ?","Gustavo Fruet"
"284","404","Which political territory is Mount Beddome present in ?","Australia","4691","Which person is Plénée-Jugon the head of goverment of ?","Gérard Le Cam"
"285","405","Which administrative territory is Fieschertal present in ?","Switzerland","4953","Which political territory is Juli Fernández Iruela the head of the goverment of ?","Palafrugell"
"286","473","Which administrative territory is Aumelas situated in ?","France","5445","Which person is Metz the head of goverment of ?","Dominique Gros"
"287","492","Which administrative territory does Johns Hopkins University belong to ?","United States of America","199","Who works for Milan ?","Carolina Orsini"
"288","524","Which political territory is German presidential election, 2009 present in ?","Germany","289","Which person works for Boston Red Sox ?","John Farrell"
"289","580","Which administrative territory is Czech Republic a part of ?","Czech Republic","392","Which person works for Elizabeth II ?","Patric Laurence Dickinson"
"290","612","Which administrative territory is athletics at the 2016 Summer Olympics a part of ?","Brazil","513","Who works for United Kingdom ?","James Bond"
"291","688","Which administrative territory is Bonnac situated in ?","France","671","Who is the employer of Otto Herding ?","University of Tübingen"
"292","722","Which administrative territory is Bourguignons situated in ?","France","753","Who works for United States of America ?","Barbara Walters"
"293","732","Which administrative territory is Fourdrain a part of ?","France","808","Which nonprofit organization is the employer of John R. Huizenga ?","University of Rochester"
"294","806","Which administrative territory does United States of America belong to ?","United States of America","864","Which person works for France ?","François Thureau-Dangin"
"295","855","Which administrative territory is Pro Ecclesia et Pontifice present in ?","Vatican City","931","Who is the employer of Peter C. B. Phillips ?","Yale University"
"296","932","Which administrative territory is Yale University a part of ?","United States of America","1028","Which nonprofit organization is the workplace of Juan José Linz ?","Yale University"
"297","1026","Which administrative territory is Dehesas de Guadix located in ?","Spain","1077","Which person works for France ?","François Thureau-Dangin"
"298","1032","Which administrative territory is Casoria a part of ?","Italy","1123","Who works for Cologne ?","Henriette Reker"
"299","1079","Which administrative territory does Kálvin tér belong to ?","Hungary","1137","Which building is the workplace of Abraham Remy ?","Collège de France"
"300","1084","Which administrative territory is Brazil national football team a part of ?","Brazil","1600","Who is the employer of Peter Damm ?","Hochschule für Musik Carl Maria von Weber"
"301","1116","Which administrative territory is La Visite National Park present in ?","Haiti","1747","Which German business organization is the workplace of Wolfgang Frankenstein ?","Humboldt University of Berlin"
"302","1144","Which political territory is Dubbo located in ?","Australia","1847","Which organization is the employer of Stephen Fry ?","BBC"
"303","1292","Which political territory is East Germany national football team a part of ?","Germany","2196","Which organization is the employer of Reiner Preuß ?","Deutsche Reichsbahn (GDR)"
"304","1329","Which administrative territory is Upper Iowa University located in ?","United States of America","2580","Who is the employer of Robert Kyr ?","University of California, Los Angeles"
"305","1359","Which administrative territory is Manses a part of ?","France","2596","Who is the employer of Richard Wrangham ?","University of Michigan"
"306","1382","Which administrative territory is Melsheim present in ?","France","2865","Which building employs Michel Tardieu ?","Collège de France"
"307","1467","Which administrative territory is Verdun situated in ?","France","3323","Which person has United States of America as its employer ?","Barbara Walters"
"308","1482","Which administrative territory is Officer of the Legion of Honour situated in ?","France","3425","Which educational institution does Mats Lidström work for ?","Royal Academy of Music"
"309","1588","Which administrative territory is Norroy-lès-Pont-à-Mousson located in ?","France","3445","Who is the employer of Michel Cournot ?","L'Obs"
"310","1703","Which administrative territory does Brazil belong to ?","Brazil","3627","Who works for United Kingdom ?","James Bond"
"311","1784","Which administrative territory does United States Navy belong to ?","United States of America","3731","Which architectural structure employs Johann Dominicus Fiorillo ?","University of Göttingen"
"312","1833","Which administrative territory does member of the State Senate of Wisconsin belong to ?","United States of America","3764","Who works for Canada national soccer team ?","Tony Taylor"
"313","2008","Which administrative territory is Fossacesia present in ?","Italy","3987","Which collection does Taddeo Ugoletti work for ?","Bibliotheca Corviniana"
"314","2026","Which administrative territory is Bedales School situated in ?","United Kingdom","4169","Which newspaper is the workplace of Michel Colonna d'Istria ?","Le Monde"
"315","2035","Which administrative territory is Keri Lighthouse located in ?","Estonia","4558","Which person has Stanford Cardinal as its employer ?","Edrick Floreal"
"316","2038","Which administrative territory is São Luís located in ?","Brazil","4592","Which nonprofit organization is the employer of Mikhail Yampolsky ?","New York University"
"317","2102","Which administrative territory is Zagreb situated in ?","Croatia","4702","Which nonprofit organization is the workplace of Pietro De Camilli ?","Yale University"
"318","2133","Which administrative territory does Valdidentro belong to ?","Italy","4756","Which organization is the employer of Masanori Ogasawara ?","Television Oita System"
"319","2153","Which administrative territory is Prairie du Chien located in ?","United States of America","5065","Which person is working for Ecole Spéciale Militaire de Saint-Cyr ?","Ferdinand Wachsmuth"
"320","2190","Which administrative territory is member of the Chamber of Deputies of the Italian Republic located in ?","Italy","5242","Which school is the workplace of Elikia M'Bokolo ?","Sciences Po"
"321","2320","Which administrative territory is Azay-le-Brûlé present in ?","France","5780","Who is the employer of Michael Ristow ?","Harvard University"
"322","2333","Which administrative territory is coat of arms of Heer located in ?","Netherlands","5914","Which business enterprise is the employer of Xavier Leherpeur ?","France Inter"
"323","2362","Which political territory is Brisbane situated in ?","Australia","5948","Which person works for France ?","François Thureau-Dangin"
"324","2393","Which administrative territory is member of the French National Assembly present in ?","France","6234","Who is the employer of James Hopwood Jeans ?","Princeton University"
"325","2397","Which administrative territory is Keighley Cougars situated in ?","United Kingdom","6300","Which architectural structure is the employer of Ernst Schulze ?","University of Göttingen"
"326","139","Which occupation was a position occupied by Kristian von Alfthan ?","member of the Parliament of Finland","6324","Which university employs Daniel Polz ?","University of California, Los Angeles"
"327","216","Which occupation was a position for which Harold V. Schoenecker was appointed ?","member of the State Senate of Wisconsin","13","Which city is known as the capital of Brazil ?","Brasília"
"328","509","Which occupation was a position occupied by Hermann Bachmaier ?","member of the German Bundestag","243","Which administrative territory has Moscow as its capital ?","Russia"
"329","512","What was the position for which Jean-Joconde Stévenin was appointed ?","mayor","373","Which administrative territory is called the capital of Russian Empire ?","Moscow"
"330","521","Who held the position of composer ?","Karl Hajos","723","Which french administrative division has Bar-sur-Seine as its administrative centre ?","canton of Bar-sur-Seine"
"331","565","What was the position held by Fabio Calzavara ?","member of the Chamber of Deputies of the Italian Republic","738","Which french administrative division is La Bassée the capital of ?","canton of La Bassée"
"332","669","Which occupation was a position occupied by Jean-Pierre Urkia ?","bishop","1012","Which french administrative division consists of Saint-Ouen as its capital ?","canton of Saint-Ouen"
"333","754","What was the position held by Hadwen C. Fuller ?","United States representative","1192","What is the capital of Latvia ?","Riga"
"334","793","Which occupation was a position held by Stewart West ?","Member of the Australian House of Representatives","1198","Which administrative territory is known as the capital of England ?","London"
"335","874","What was the position for which Ibn Saud was appointed ?","King of Saudi Arabia","1386","Which french administrative division has Hochfelden as its administrative centre ?","canton of Hochfelden"
"336","947","Which person held the position of Labour Party ?","Jo Richardson","1777","What is the capital of Šumadija District ?","Kragujevac"
"337","1093","Which occupation was a position held by Lotta Olsson ?","member of the Swedish Riksdag","2079","What is the capital of canton of Angers-Nord-Ouest ?","Angers"
"338","1115","What was the position for which Armando Angelini was appointed ?","member of the Chamber of Deputies of the Italian Republic","2122","Which administrative territory is called the capital of Brazil ?","Rio de Janeiro"
"339","1190","Which occupation was a position held by Jānis Vucāns ?","deputy of Saeima","2171","Which french administrative division is called the capital of canton of Arras-Nord ?","Arras"
"340","1202","Which occupation was a position held by Catherine L. Barrett ?","member of the Ohio House of Representatives","2566","Which administrative territory is known as the capital of Denmark ?","Copenhagen"
"341","1527","What was the position for which Milada Horáková was appointed ?","member of parliament","2614","Which comarca of Catalonia has Mataró as its capital ?","Maresme"
"342","1559","Which profession was a position held by Édouard-Ferdinand de Beaumont-Vassy ?","prefect","2638","Which french administrative division is Lunel the capital of ?","canton of Lunel"
"343","1601","Which public office was a position occupied by Bartolomeo Gradenigo ?","Doge of Venice","2823","Which administrative territory is the capital of Hungary ?","Budapest"
"344","1914","Which occupation was a position held by Saadia Marciano ?","Knesset member","3127","Which administrative territory is called the capital of Molise ?","Campobasso"
"345","1994","What was the position for which Burton L. French was appointed ?","United States representative","3173","Which administrative territory is associated to Austria as the capital ?","Vienna"
"346","2072","What was a position held by Hervé de La Martinière ?","chairperson","3286","Which administrative territory is known as the capital of France ?","Paris"
"347","2115","What was the position held by Rolf Frick ?","member of the Landtag of Saxony-Anhalt","3379","Which french administrative division is called the capital of canton of Varilhes ?","Varilhes"
"348","2172","What was the position for which James McAndrews was appointed ?","United States representative","3800","Which administrative territory is associated to Kingdom of Kartli-Kakheti as the capital ?","Tbilisi"
"349","2314","Which occupation was a position for which Peder Paulsen Anzjøn was appointed ?","member of the Parliament of Norway","3895","Which administrative territory is known as the capital of Denmark ?","Copenhagen"
"350","2329","Which occupation was a position occupied by Rafael de Vega Barrera ?","Member of the Congress of Deputies of Spain","4019","Which administrative territory is known as the capital of Netherlands ?","Amsterdam"
"351","2392","Which occupation was a position held by Théodore Parès ?","member of the French National Assembly","4190","Which administrative territory is the capital of Brazil ?","Rio de Janeiro"
"352","2437","Which occupation was a position occupied by Sir Thomas Stanhope ?","Member of Parliament in the Parliament of England","4273","Which human settlement is known as the capital of Aiud ?","Aiud"
"353","2540","Which occupation was a position held by Tarcisio Grandi ?","President of Trentino-Alto Adige/Südtirol","4699","What is the capital of Jamaica ?","Kingston"
"354","2714","Who held the position of organist ?","Jehan Perrenet","4947","Which french administrative division is associated to Haute-Marne as the capital ?","Chaumont"
"355","2719","Which person held the position of United Nations ?","Jaja Wachuku","5189","Which administrative territory contains Ouagadougou as its capital ?","Burkina Faso"
"356","108","Where is Zinc finger protein 479 found ?","Homo sapiens","5233","Which district of Serbia contains Čačak as its capital ?","Moravica District"
"357","140","Where is Hug1p YML058W-A found ?","Saccharomyces cerevisiae S288c","5357","Which administrative territory is known as the capital of Switzerland ?","Bern"
"358","213","Which taxon is cytochrome c oxidase subunit I    tll2010 found in ?","Thermosynechococcus elongatus BP-1","5421","Which administrative territory is the capital of United Kingdom ?","London"
"359","311","Which taxon is F-box/LRR-repeat protein 14 found in ?","Homo sapiens","5469","Which raion of Ukraine has Pavlohrad as its administrative centre ?","Pavlohrad Raion"
"360","331","Where is Apoptosis regulator Bcl-2 found ?","Homo sapiens","5757","Which administrative territory is called the capital of Duchy of Courland and Semigallia ?","Jelgava"
"361","501","What is the taxon to which pyruvate kinase    PP_4301 belongs to ?","Pseudomonas putida KT2440","5990","Which administrative territory is known as the capital of Spain ?","Madrid"
"362","526","Which taxon is Serine/threonine-protein kinase/endoribonuclease IRE2 found in ?","Homo sapiens","6464","Which administrative territory is known as the capital of France ?","Paris"
"363","661","Which taxon is Coiled-coil and C2 domain-containing protein 2A found in ?","house mouse","6635","Which city is the capital of Kassel ?","Kassel"
"364","695","Which taxon is Vik1p YPL253C a part of ?","Saccharomyces cerevisiae S288c","6664","Which administrative territory is the capital of England ?","London"
"365","767","Where is Centrosomal protein of 70 kDa found ?","house mouse","6932","Which administrative territory is called the capital of France ?","Paris"
"366","790","Which taxon is Solute carrier family 7 member 13 found in ?","Homo sapiens","6994","Which human settlement is associated to East Germany as the capital ?","East Berlin"
"367","797","Which infraspecific name is orotidine 5'-phosphate decarboxylase    ECUMN_1584 found in ?","Escherichia coli UMN026","7213","Which administrative country subdivision consists of Le Vigan as its capital ?","arrondissement of Vigan"
"368","857","Which taxon does malate dehydrogenase    AHA_1243 belong to ?","Aeromonas hydrophila subsp. hydrophila ATCC 7966","7397","Which administrative territory is the capital of Aerican Empire ?","Montreal"
"369","883","Which taxon is 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase    CT1839 found in ?","Chlorobium tepidum TLS","16","Which sport discipline did Etimoni Timuani compete in ?","Athletics at the 2016 Summer Olympics"
"370","971","Where is Phospholipid phosphatase 3 found ?","Homo sapiens","220","Which recurring sporting event did Shuko Aoyama take part in ?","2014 Asian Games"
"371","1069","Which taxon is RNA-binding protein 26 found in ?","house mouse","322","Which sporting event did Janus van Merrienboer compete in ?","Archery at the 1920 Summer Olympics – Team moving bird, 28 metres"
"372","1152","Which taxon does hypothetical protein    VPA0911 belong to ?","Vibrio parahaemolyticus RIMD 2210633","336","Which award did Stefanie Sargnagel participate in ?","Ingeborg Bachmann Award 2016"
"373","1229","Which taxon does 1-acyl-SN-glycerol-3-phosphate acyltransferase    NGO0611 belong to ?","Neisseria gonorrhoeae FA 1090","363","Which sport discipline did Allysha Chapman participate in ?","football at the 2016 Summer Olympics"
"374","1272","Which taxon is major facilitator superfamily transporter    PA4900 found in ?","Pseudomonas aeruginosa PAO1","426","Which glittering generality did Juan José Gómez participate in ?","Mexican Revolution"
"375","1373","Where is Apoptosis regulator Bcl-2 found ?","Homo sapiens","433","What did Pierre Magne participate in ?","Tour de France"
"376","1414","Which taxon is 30S ribosomal protein S19    Rv0705 a part of ?","Mycobacterium tuberculosis H37Rv","610","Which sport discipline did Aliaksandr Liakhovich participate in ?","Athletics at the 2016 Summer Olympics"
"377","1425","Where is Zinc finger protein 431 found ?","Homo sapiens","630","What did Charles de Vendeville participate in ?","Swimming at the 1900 Summer Olympics – Men's underwater swimming"
"378","1633","Which taxon does N-acetylmannosamine-6-phosphate 2-epimerase    spr1529 belong to ?","Streptococcus pneumoniae R6","1105","What did Yasser Al-Qahtani participate in ?","2006 FIFA World Cup"
"379","1695","Which taxon is glutamate synthase subunit alpha    EAE_04490 a part of ?","Enterobacter aerogenes KCTC 2190","1305","Which recurring event did Kim Yong-se take part in ?","1986 FIFA World Cup"
"380","1717","Which taxon does indolepyruvate oxidoreductase subunit IorA    CD630_23810 belong to ?","Peptoclostridium difficile 630","1820","Which recurring event did Nikola Stipić take part in ?","1962 FIFA World Cup"
"381","1759","Which taxon is ATP-dependent DNA helicase RecQ    PA3344 found in ?","Pseudomonas aeruginosa PAO1","1844","Which football tournament did Germany women's national football team take part in ?","2015 FIFA Women's World Cup"
"382","1897","Where is Opsin 1 (Cone pigments), long-wave-sensitive found ?","Homo sapiens","1992","Which recurring sporting event did Lee Jong-Ho participate in ?","2014 Asian Games"
"383","1931","Which taxon does shikimate kinase    lmo1749 belong to ?","Listeria monocytogenes EGD-e","2088","Which sporting event did Kamandar Madzhidov participate in ?","Wrestling at the 1988 Summer Olympics – Men's Greco-Roman 62 kg"
"384","2042","Where is Equilibrative nucleoside transporter 2 found ?","Homo sapiens","2203","Which event sequence did Maria Bedareva take part in ?","2014 Winter Olympics"
"385","2156","Which taxon is 6.8 kDa mitochondrial proteolipid found in ?","house mouse","2304","Which German presidential election did Christa Luft take part in ?","1999 German presidential election"
"386","2192","Which taxon does serine/threonine protein kinase    Rru_A2187 belong to ?","Rhodospirillum rubrum ATCC 11170","2480","Who took part in Crimean War ?","Charles Bocher"
"387","2222","Which taxon is PTEN found in ?","Homo sapiens","2552","What did Alfons De Wolf participate in ?","Tour de France"
"388","2289","What is the taxon to which hypothetical protein    LBA0965 belongs to ?","Lactobacillus acidophilus NCFM","2684","Which recurring sporting event did Yumi Adachi compete in ?","2010 Asian Games"
"389","2363","Which taxon is 40S ribosomal protein S25 found in ?","house mouse","2735","Which recurring event did Olle Nordin participate in ?","1978 FIFA World Cup"
"390","2506","What is the taxon to which glutamate synthase    SMU_366 belongs to ?","Streptococcus mutans UA159","2992","Which event sequence did Marjan Gorenc compete in ?","1984 Winter Olympics"
"391","2549","Where is histidinol-phosphate aminotransferase    SSA_1449 found ?","Streptococcus sanguinis SK36","3043","Which sport discipline did Pedro Isidro participate in ?","Athletics at the 2016 Summer Olympics"
"392","2697","Which taxon is Ankyrin repeat domain-containing protein 23 found in ?","house mouse","3219","Which recurring event did Efe Sodje participate in ?","2002 FIFA World Cup"
"393","2707","Where is AT-rich interactive domain-containing protein 4B found ?","Homo sapiens","3448","Which recurring sporting event did Koichi Hashiratani participate in ?","1986 Asian Games"
"394","2722","Which infraspecific name is PTS cellbiose transporter subunit IIC    lmo2708 found in ?","Listeria monocytogenes EGD-e","3462","Which recurring event did Ahmed El-Kass participate in ?","1990 FIFA World Cup"
"395","2744","Where is ubiquinone/menaquinone biosynthesis methyltransferase    NMB0743 found ?","Neisseria meningitidis MC58","3583","Who took part in Crimean War ?","Charles Bocher"
"396","2785","Where is Inhibitor of growth protein 5 found ?","house mouse","3808","Which recurring event did Paul Hall participate in ?","1998 FIFA World Cup"
"397","2833","Which taxon is ABC transporter-like protein    Caur_2092 a part of ?","Chloroflexus aurantiacus J-10-fl","4284","What did Boyd Martin participate in ?","equestrian at the 2016 Summer Olympics"
"398","2938","Which taxon is ATPase    tlr2419 found in ?","Thermosynechococcus elongatus BP-1","4294","Which recurring sporting event did Richard Sam Bera participate in ?","2002 Asian Games"
"399","2985","Where is WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1 found ?","house mouse","4643","Which championship did G-Drive Racing #26 participate in ?","2016 FIA Endurance Trophy for LMP2 Teams"
"400","3001","Which taxon is DNA-binding transcription factor AFT1 YGL071W a part of ?","Saccharomyces cerevisiae S288c","4868","What did Boston Red Sox participate in ?","2013 World Series"
"401","3057","Where is cbb3-type cytochrome c oxidase subunit I    Cj1490c found ?","Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819","4964","Which sporting event did Yuri Kashkarov participate in ?","Biathlon at the 1984 Winter Olympics – Relay"
"402","3058","Which infraspecific name is dithiol glutaredoxin GRX2 YDR513W found in ?","Saccharomyces cerevisiae S288c","173","What is associated with England ?","flag of England"
"403","3072","What is the taxon to which thymidine kinase    SMc02736 belongs to ?","Sinorhizobium meliloti 1021","293","What is associated with Nepal ?","flag of Nepal"
"404","3084","Where is formyltetrahydrofolate deformylase    CT1825 found ?","Chlorobium tepidum TLS","440","What is the name of flag associated with Ireland ?","Flag of Ireland"
"405","3114","Where is Immunoglobulin superfamily containing leucine-rich repeat protein 2 found ?","house mouse","497","What is the name of flag associated with Paris ?","flag of Paris"
"406","64","Which national sports team is Juan Bernat a member of ?","Spain national football team","596","What is associated with Serbia ?","flag of Serbia"
"407","104","What is Johnny Brooks a member of ?","England national football team","861","What is the name of flag associated with Italy ?","flag of Italy"
"408","271","Which national association football team is Kerry Davis a member of ?","England women's national football team","929","Which flag is associated with Hungary ?","flag of Hungary"
"409","296","What is Willy Bertschinger a member of ?","ZSC Lions","1066","What is the name of flag associated with United States of America ?","flag of the United States"
"410","364","Which sports club is Allysha Chapman a member of ?","IK Sirius","1100","Which flag is associated with Libya ?","flag of Libya"
"411","505","Which national association football team is Peggy Provost a member of ?","France women's national football team","1204","What is the name of flag associated with Romania ?","flag of Romania"
"412","549","Which sports team has Sérgio Silva de Souza Júnior as its member ?","CR Vasco da Gama","1314","What is the name of flag associated with Hungary ?","flag of Hungary"
"413","563","What is Martina Borg a member of ?","Malta women's national football team","1395","What is the name of flag associated with Germany ?","flag of Germany"
"414","944","What is Joel Lassinantti a member of ?","Luleå HF","1434","What is the name of flag associated with Denmark ?","flag of Denmark"
"415","995","Which national association football team is Lorca Van De Putte a member of ?","Belgium women's national football team","1503","What is the name of flag associated with Netherlands ?","flag of the Netherlands"
"416","1064","What is Najwan Ghrayib a member of ?","Israel national football team","1552","What is the name of flag associated with France ?","flag of France"
"417","1067","Which national sports team is Yoann Langlet a member of ?","Mauritania national football team","1773","What is the name of flag associated with France ?","flag of France"
