"Index","UID1","Ques1","Ans1","UID2","Ques2","Ans2"
"194","15604","Which nutrient is encoded by tRNA pseudouridine synthase B    DR_1323 ?","TRNA pseudouridine synthase B DR_1323","12133","Which taxon is used to make The Flight into Egypt ?","Juglans"
"195","18835","What encodes Solute carrier family 2, facilitated glucose transporter member 3 ?","SLC2A3","27971","Which material is used to manufacture Palazzetto dello Sport ?","concrete"
"196","20014","Which gene encodes outer membrane protein assembly complex, YaeT protein    KPHS_09240 ?","outer membrane protein assembly complex, YaeT protein KPHS_09240","37353","Which work of art is used to craft The Room of Flemish School ?","watercolour"
"197","22703","Which gene encodes ATP-dependent Clp protease proteolytic subunit    SSA_1731 ?","ATP-dependent Clp protease proteolytic subunit SSA_1731","37949","Which artistic technique uses collage as its raw material ?","Paesaggio Con Totem"
"198","25257","What encodes 50S ribosomal protein L7/L12    SCO4653 ?","50S ribosomal protein L7/L12 SCO4653","638","Which coat of arms serves as the ensign for Moscow ?","coat of arms of Moscow"
"199","25674","Which gene encodes hypothetical protein    SAOUHSC_02750 ?","hypothetical protein SAOUHSC_02750","5551","Which business enterprise is licensed to broadcast to India ?","Red FM 93.5"
"200","29427","What is encoded by TAS2R41 ?","Taste 2 receptor member 41","6885","Which television channel is responsible for broadcasting to Netherlands ?","24Kitchen"
"201","29739","What encodes DNA-directed RNA polymerase III subunit RPC4 ?","Polr3d","45342","Where is BBC One permitted to broadcast as per its license ?","United Kingdom"
"202","30112","What encodes oligopeptide ABC transporter ATP-binding protein    SCO5479 ?","oligopeptide ABC transporter ATP-binding protein SCO5479","3154","What is the specific platform for which Actua Golf was released ?","PlayStation"
"203","32279","Which gene encodes Apoptosis regulator Bcl-2 ?","BCL2","35030","Which software component was developed for Google Chrome ?","WOT"
"204","37690","Which gene encodes RNA polymerase sigma-54 factor    SRU_1147 ?","RNA polymerase sigma-54 factor SRU_1147","2441","Who is the editor of The Rage: Carrie 2 ?","Richard Nord"
"205","39038","Which gene encodes L-lactate dehydrogenase    SSUBM407_0854 ?","L-lactate dehydrogenase SSUBM407_0854","3825","Which person edited Margot at the Wedding ?","Carol Littleton"
"206","39407","Which gene encodes D(2) dopamine receptor ?","DRD2","8883","What is the name of person who editted Paprika ?","Tinto Brass"
"207","41171","What encodes Peptidyl-prolyl cis-trans isomerase D ?","PPID","9553","Who has editted The Unknown ?","Irving Thalberg"
"208","47817","Which gene encodes tRNA (5-methylaminomethyl-2-thiouridylate) -methyltransferase    FN0765 ?","tRNA (5-methylaminomethyl-2-thiouridylate) -methyltransferase FN0765","3273","Which aerodrome serves Hasselt ?","Kiewit airfield"
"209","49557","What encodes heme exporter protein C    EAE_01240 ?","heme exporter protein C EAE_01240","4657","Which aerodrome is served by Derry ?","City of Derry Airport"
"210","50774","What encodes hypothetical protein    VPA0117 ?","hypothetical protein VPA0117","6445","Which aerodrome serves the place named Guangzhou ?","Guangzhou Baiyun International Airport (1933–2004)"
"211","51865","Which gene encodes Protein YIPF4 ?","Yipf4","8939","Which city does Seville serve ?","San Pablo Airport"
"212","52427","Which gene encodes 2-isopropylmalate synthase    gvip311 ?","2-isopropylmalate synthase gvip311","3468","Which family did Benedicta Henrietta of the Palatinate belong to ?","House of Hanover"
"213","55017","Which gene encodes 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase    CTL0693 ?","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase CTL0693","5754","What is the family that Henry I of Navarre belongs to ?","House of Blois"
"214","55178","Which gene encodes Probable ATP-dependent RNA helicase DDX23 ?","DDX23","54383","What is the royal family that Prince Richard, Duke of Gloucester is a part of ?","House of Windsor"
"215","55881","Which gene encodes sensor histidine kinase    BSU34710 ?","sensor histidine kinase BSU34710","4819","Which person was the first person to come up with piano ?","Bartolomeo Cristofori"
"216","56782","What encodes imidazole glycerol phosphate synthase subunit HisF    SMU_1264 ?","imidazole glycerol phosphate synthase subunit HisF SMU_1264","5548","Which Antarctic expeditions discovered or invented Antarctica ?","First Russian Antarctic expedition"
"217","58837","What encodes multi-sensor Signal transduction histidine kinase    Rru_A2516 ?","multi-sensor Signal transduction histidine kinase Rru_A2516","9580","What is the geographic location that Christoph Scheiner discovered ?","facula"
"218","58959","Which gene encodes two-component system sensor histidine kinase/response regulator    LB_290 ?","two-component system sensor histidine kinase/response regulator LB_290","18430","Who was the inventor or discoverer of piano ?","Bartolomeo Cristofori"
"219","61398","Which gene encodes adenylosuccinate lyase    Cj1394 ?","adenylosuccinate lyase Cj1394","25129","Which political system was invented or discovered by John Quincy Adams ?","Adams method"
"220","62935","Which gene encodes two component sensor histidine kinase    VF_A0265 ?","two component sensor histidine kinase VF_A0265","47797","What is the writing system that Carl Blegen invented ?","Minoan Linear B"
"221","63321","Which gene encodes Na(+)/H(+) exchange regulatory cofactor NHE-RF1 ?","Slc9a3r1","53946","What was invented or discoverd by Napoleon ?","Napoleon's theorem"
"222","200","Where did Curt Weldon work ?","Washington, D.C.","1206","Which people ends its journey at France ?","Georgians in France"
"223","508","What is the work location of Hermann Bachmaier ?","Bonn","5101","Which administrative country subdivision is the end point of 2015 Ster ZLM Toer ?","Boxtel"
"224","1226","What is the location where Wolf-Dieter Lutz worked ?","Hanover","5554","Which administrative territory marks the end of journey for 2002 Yukon Quest ?","Whitehorse"
"225","3450","Which person have Vitebsk as their work location ?","Kazimir Malevich","7061","Which people ends at France ?","Georgians in France"
"226","3904","Which person has Colombia as work location ?","Frank McClean","9054","Which recurring sporting event has Kraków as its destination point ?","2015 Tour de Pologne"
"227","5880","Who is an person who works at writer ?","Lidija Dimkovska","10435","Which people finally halts at France ?","Georgians in France"
"228","309","What can be considered as category for Signs of Life ?","drama film","24923","Which political territory does 2016 Vuelta a España, Stage 16 finally stop at ?","Peniscola"
"229","1491","Which classification scheme is the genre for The Blonde Bombshell ?","television drama","40240","Where does the journey end for 2nd stage of the 2016 Tour de Pologne ?","Katowice"
"230","3955","What is the genre of Julia Lee Niebergall ?","ragtime","7511","Which sport did Fausto Acke participate in ?","discus throw"
"231","4126","Which business enterprise has entertainment as genre ?","Listamanía","17535","Which sport was Ndiss Kaba Badji a contender for ?","long jump"
"232","4279","Which genre does Éric Teruel belong to ?","classical music","26142","Which geographical object was a contestant in association football ?","De Studerendes Idræt Odense"
"233","10260","Which person as piano as its class ?","ONSOHO","40770","Which person participated in road bicycle racing ?","Luisa Daniela Hernandez"
"234","56366","Which collectable has President of the United States of America as genre ?","American Lion","42300","Which type of sport did Adri Schoeman compete in ?","200 metres"
"235","599","Which is the part that is a component of alanyl-tRNA synthetase    spr1240 ?","cytoplasm","53468","Which person competed in road bicycle racing ?","Luisa Daniela Hernandez"
"236","1553","Which is the cell component of cell division protein FtsZ    SSUBM407_0421 ?","cell division site","536","Which facility is Brown University the parent company of ?","Ladd Observatory"
"237","245","Which behavior has journalist as thier associated field of occupation ?","journalism","10452","Which organization contains Reebok as its subordinate ?","Adidas"
"238","481","Who is associated with the field of occupation mathematician ?","mathematics","17532","Which organization has Hoffmann as its subsidiary ?","C. Bechstein Pianofortefabrik"
"239","5491","Which occupation does harpsichord belong to ?","harpsichordist","18844","Which educational institution serves as a subsidiary of University of Pittsburgh ?","University of Pittsburgh at Titusville"
"240","5879","What is the occupation that writer belongs to ?","journalist","24699","Which organization is France Info the subsidiary of ?","Radio France"
"241","61921","Which occupation does collage belong to ?","collagist","26525","Which profession is a subordinate of Strategy First ?","Malfador Machinations"
"242","164","Which nucleic acid sequence encodes Vesicle transport protein SEC20 ?","BNIP1","28578","Which division is an auxiliary of Warner Bros. Records ?","Reprise Records"
"243","897","What is the nucleic acid sequence that is encoded by 5-hydroxytryptamine receptor 2A ?","HTR2A","9297","Which language is the mother tongue of Andy Mabbett ?","English"
"244","8208","What is encoded by 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino) imidazole-4-carboxamide isomerase    RSP_2243 ?","1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino) imidazole-4-carboxamide isomerase RSP_2243","188","What is the taxonomic type of Homo sapiens ?","Carl Linnaeus"
"245","9234","Which nutrient is fermentation/respiration switch protein    ECUMN_0305 an encoding of ?","Hydrolase ECUMN_0305","5923","What is the language of Perry ?","English"
"246","10503","Which nutrient is encoded by cardiolipin synthase Cls    LBA1236 ?","Cardiolipin synthase Cls LBA1236","5966","Which language is Brown composed in ?","English"
"247","17245","What is the nutrient encoded by alpha-glucosidase AglA    Rv2471 ?","Alpha-glucosidase AglA Rv2471","17210","Which periodical literature is in Spain ?","Unidad"
"248","23895","What does MFAP2 encode ?","Microfibril associated protein 2","45265","Which music genre is created in language Old Church Slavonic ?","Glagolitic Mass"
"249","393","Who has Arthur Blomfield as a child ?","Charles Blomfield","1979","Which person has Auguste Rodin as their teacher ?","Albert-Ernest Carrier-Belleuse"
"250","812","Who is an offspring of Sir William Lemon, 1st Baronet ?","Charles Lemon","2455","Who was a notable student of Manolis Andronikos ?","John Beazley"
"251","1748","Which fictional humanoid is a child of Tywin Lannister ?","Cersei Lannister","14988","Who taught Jan Porcellis ?","Hendrick van Anthonissen"
"252","5063","Which person is a successor of François de Chabaud-Latour ?","Arthur de Chabaud-Latour","19135","Which person was a pupil of Martin Buser ?","Earl Norris"
"253","7529","Whose child is Marcus Valerius Messalla ?","Marcus Valerius Messalla","24679","Which person was Eudes Rigaud a student of ?","Alexander of Hales"
"254","11462","Which person has Wanyan Shensiabu as an offspring ?","Emperor Hailingwang of Jin","30485","Who was Duns Scotus a pupil of ?","William of Ockham"
"255","319","What is the country of origin of Ain't Had Enough Fun ?","United States of America","13730","Who was elected in German presidential election, 1949 ?","Theodor Heuss"
"256","1197","Where did association football originate ?","England","19694","Who was the elected person from German presidential election, 2009 ?","Horst Köhler"
"257","1452","What is the origin of association football ?","England","22238","Which person was the successful candidate in London mayoral election, 2016 ?","Sadiq Khan"
"258","2182","Where did croquet originate ?","England","31905","Which Canadian federal general election was Liberal Party of Canada a successful candidate from ?","2015 Canadian federal election"
"259","8045","Which work of art originated in Tuvalu ?","ThuleTuvalu","32306","Where was Michelle Bachelet elected successfully from ?","Chilean presidential election, 2013"
"260","34418","Which enumeration has Europe as its place of origin ?","World Music Charts Europe","52503","Which is the election from where Conservative Party was elected from ?","2015 South Norfolk District Council election"
"261","50167","What originates at Kingdom of England ?","Shakespeare's sonnets","56201","Which general election had Mikhail Gorbachev as its successful candidate ?","1990 Russian Supreme Soviet election"
"262","386","Which male person has a child named Cao Mao ?","Cao Cao","57812","Which election was Shimon Peres elected from ?","2007 Israeli presidential election"
"263","729","Who was the dad of Mary, Queen of Hungary ?","Louis I of Hungary","4727","Who was influenced by Carl Linnaeus ?","Clas Alströmer"
"264","843","Who was the father of Matsumoto Kio ?","Matsumoto Hakuō II","12292","Who was Ben Jonson an influence for ?","William Blake"
"265","868","Which male person was the parent of Felipe Alessandri Vergara ?","Gustavo Alessandri Valdés","21319","Who did Hillary Clinton influence ?","Leslie Knope"
"266","1216","Which person has Boris Brainin as dad ?","Valeri Brainin","34221","Who was the concept who influenced Jean-Charles Guichen ?","Celtic music"
"267","2096","Which fictional humanoid has Eli Vance as father ?","Alyx Vance","37105","Which person influenced Margaretha Roosenboom ?","Andreas Schelfhout"
"268","3014","Who has Karl Erich Hupka as a father ?","Herbert Hupka","38514","Who did Kevin Hart have an influence on ?","Jeremy Suarez"
"269","3473","Who is the offspring of François Cheng ?","Anne Cheng","53057","Which religious organization acted as an inflence on Baroque ?","Council of Trent"
"270","96","Who is the spouse of Maximilian of Hesse-Kassel ?","Friederike Charlotte of Hesse-Darmstadt","5947","Who had France as a source of inspiration ?","Aquilonia"
"271","486","Which person is married to Tarō Okada ?","Tanaka Minako","6721","What was inspired by Ghent Altarpiece ?","Altar"
"272","572","Which person has Francis A. Nixon as spouse ?","Hannah Milhous Nixon","11862","What was the source of inspiration for Frescoes in the Cartuja de Aula Dei ?","Life of the Virgin"
"273","1750","Which person is the life partner of Heshuo Princess Hewan ?","Deleke","16763","Which fictional location did France inspire ?","Aquilonia"
"274","25025","Who is married to Philip I, Duke of Brabant ?","Yolande of Anjou","17311","What was Ursula inspired by ?","Divine"
"275","350","Which social group was Marc Pajot a member of ?","Académie de Marine","63602","What inspired Princess Jasmine ?","Jennifer Connelly"
"276","4331","Which German business organization had Ernst Küster as its member ?","German Academy of Sciences Leopoldina","6257","Which taxon is native to United States of America ?","Northern dwarf siren"
"277","8917","Which person is a member of Socialist Unity Party of Germany ?","Rudolf Hellmann","13672","Which taxon is endemic to United States of America ?","Northern dwarf siren"
"278","13908","Which is the person that is a part of Panasonic ?","Hirofumi Hirano","27962","Which taxon belongs to Japan ?","Hakuba salamander"
"279","19480","Which person has a membership of member of the European Parliament ?","Marcel Colla","3704","Which organization owns Sony Interactive Entertainment ?","Sony"
"280","507","What is France named after ?","Franks","13491","Which branch is the parent organization of Aeroflot ?","Government of Russia"
"281","606","Which social group is namesake of France ?","Franks","14674","Which transport company has Netherlands as parent organization ?","Nederlandse Spoorwegen"
"282","873","Which person has Noura bint Abdul Rahman Al Saud as its toponym ?","Nura bint Abdulaziz","26614","Which transport company is Netherlands a parent organization of ?","Nederlandse Spoorwegen"
"283","1680","Which fictional location is the origin of Australia ?","Terra Australis","37246","Which authority organ is owned by United States Congress ?","United States Government Publishing Office"
"284","1963","Which astronomical object type is named after Jelgava ?","24709 Mitau","3838","Which Magnetic confinement fusion was sponsored by United States of America ?","ITER"
"285","2019","Which rail transport is the eponym of Hungary ?","Hungaria (train)","4831","Who did Russia sponsor ?","ITER"
"286","2204","Which geographic location is the etymology of United States of America ?","Americas","5609","Who backs Screening of Priority Chemicals for Reproductive Hazards ?","National Institute for Occupational Safety and Health"
"287","3479","Which day comes from Saint Barbara ?","St. Barbara Day","7735","Who is the sponsor for GNU Project ?","Free Software Foundation"
"288","32215","Which person is namesake of Order of Saint Anna, 2nd class ?","Saint Anne","12008","Which transport company is the sponsor of UEFA Euro 2016 ?","SNCF"
"289","52639","Which fictional humanoid is namesake of Kyiv ?","Kyi","14733","Who funds 2015–16 Cypriot First Division ?","CYTA"
"290","2717","What is the name of television program starring Roland Eugen Beiküfner ?","Freiwild – Ein Würzburg-Krimi","24163","Who is the funder of 2015–16 Cypriot First Division ?","CYTA"
"291","3926","Which work of art has Dale Winton as actor ?","Trainspotting","2526","What industry does Heym belong to ?","manufacturing"
"292","10403","Which television program has Haruka Kodama in its star cast ?","AKB Love Night Koi Kōjō","5581","What is the industry Microsoft belongs to ?","technology industry"
"293","11135","Which person starred in Kaalai ?","Silambarasan Rajendar","7383","Which occupation is the industry to which Entertainment One belongs ?","entertainer"
"294","11812","Which person is in Time Changer ?","Gavin MacLeod","7684","What industry is Kraft Heinz Company a part of ?","food processing"
"295","15007","Which person was casted in The System ?","Frank Lovejoy","10823","Who belongs to the industry lawyer ?","private law"
"296","56811","Which television program does Lee Tae-hwan star in ?","Splendid Politics","4238","Which work of art has France as its commisioner ?","The Kiss"
"297","908","Which article has Robert Brough Smyth as its main topic ?","Smyth, Robert Brough","13657","Which building was commissioned by Germany ?","Presse- und Informationsamt der Bundesregierung (Bonn)"
"298","2374","Which article was mainly based on Colquhoun Grant ?","Grant, Colquhoun (1764?-1835) (DNB00)","14051","What did France commission ?","Chanteur florentin du XVe siècle"
"299","3300","What was the main subject of Le Chasseur Zéro 's work ?","World War II","16990","What was commisioned by Switzerland ?","Embassy of Switzerland, Bonn"
"300","3957","Which collectable is piano a main subject of ?","The Piano: An Encyclopedia","19248","Which building was approved by Christian Democratic Union ?","Konrad-Adenauer-Haus"
"301","12612","What was Dino Time mainly about ?","dinosaur","33857","Who was the person who commissioned Nymph with a Scorpion ?","Charles de Beauvau, Prince of Beauvau"
"302","31169","What topic was discussed in Mare Nostrum ?","submarine warfare","45568","Who did the commissioning of Milo of Croton ?","Jean-Baptiste Colbert"
"303","2603","Which person has Cincinnati as its head of government ?","John Cranley","1089","What is the health problem that afflicts Homo sapiens ?","Aicardi syndrome"
"304","2826","Which person is the head of government of Amsterdam ?","Eberhard van der Laan","1899","Which health problem afflicts Homo sapiens ?","Aicardi syndrome"
"305","2889","Which person is Japan the head of goverment of ?","Shinzō Abe","9711","Which health problem can afflict Homo sapiens ?","Aicardi syndrome"
"306","11076","Which french administrative division has a government lead by Michel Moly ?","Collioure","50019","Which taxon afflicts cat ?","Dirofilaria repens"
"307","57865","Which state has its government headed by Hans Ehard ?","Bavaria","31747","Which health problem is sotalol a medication for ?","atrial fibrillation"
"308","289","Which person works for Boston Red Sox ?","John Farrell","33625","Which drug is used as a medication for stroke ?","pentoxifylline"
"309","808","Which nonprofit organization is the employer of John R. Huizenga ?","University of Rochester","38289","Which medical procedure is used for treatment of tuberculosis ?","artificial pneumothorax"
"310","1137","Which building is the workplace of Abraham Remy ?","Collège de France","39380","Which disease is treated with amiodarone ?","heart arrhythmia"
"311","3987","Which collection does Taddeo Ugoletti work for ?","Bibliotheca Corviniana","44974","Which drug is prescribed for peroxisomal disease ?","cholic acid"
"312","4558","Which person has Stanford Cardinal as its employer ?","Edrick Floreal","2230","Which special field does Whig Party believe in ?","liberalism"
"313","6913","Which person is working for Conservative Party ?","Olivia Bloomfield","18416","Which special field is the ideology of Freedom and Solidarity ?","liberalism"
"314","9143","Which university employs Hugo Huber ?","University of Fribourg","4457","What was used as the method of distribution of Ninja Gaiden II: The Dark Sword of Chaos ?","ROM cartridge"
"315","11544","Which German business organization employs Wilhelm Doenniges ?","Humboldt University of Berlin","6925","What is the name that was distributed via Spain ?","Fonseca"
"316","13967","Which facility employs Friedrich Maurer ?","Ahnenerbe","12372","What was the means of distributing Alien Breed: Tower Assault ?","floppy disk"
"317","27541","Which museum employs Charles Sadoul ?","Musée Lorrain","24652","Which name was distributed as Spain ?","Fonseca"
"318","30008","Which building employs Paul Demiéville ?","Collège de France","37393","What was application that used Game Boy Advance as a means of distribution ?","Hey Arnold!: The Movie"
"319","31022","Which authority organ employs Ernest Henry Nickel ?","Commonwealth Scientific and Industrial Research Organisation","2519","What is the main use of dog ?","service animal"
"320","54283","Which newspaper employs Elizabeth Azcona Cranwell ?","La Nación","3440","Which cultural property has its main use as Roman Catholic Church ?","convento de los Agustinos"
"321","57925","Which business enterprise employs Teruo Hamaie ?","RSK Sanyo Broadcasting","19660","What is considered as the main functionality of horse ?","equestrianism"
"322","373","Which administrative territory is called the capital of Russian Empire ?","Moscow","39297","Which type of sport is considered to be the main utilization of horse ?","equestrianism"
"323","723","Which french administrative division has Bar-sur-Seine as its administrative centre ?","canton of Bar-sur-Seine","42436","Which kitchen utensil is mainly used as cocaine ?","cocaine spoon"
"324","5189","Which administrative territory contains Ouagadougou as its capital ?","Burkina Faso","51172","Which person has its main functionality as bishop ?","Jevhen Hakman"
"325","6994","Which human settlement is associated to East Germany as the capital ?","East Berlin","5637","What does Kalki Krishnamurthy suffer from ?","cancer"
"326","8833","Which administrative country subdivision is Stolin the capital of ?","Stolin District","12496","What is Franz Pforr affected by ?","tuberculosis"
"327","322","Which sporting event did Janus van Merrienboer compete in ?","Archery at the 1920 Summer Olympics – Team moving bird, 28 metres","12776","Which health problem does Joyce Wieland have ?","Alzheimer's disease"
"328","363","Which sport discipline did Allysha Chapman participate in ?","football at the 2016 Summer Olympics","22173","Which person suffers from rheumatoid arthritis ?","Johan Clijsters"
"329","1305","Which recurring event did Kim Yong-se take part in ?","1986 FIFA World Cup","26680","What has Alexander Druzhinin contracted ?","tuberculosis"
"330","3583","Who took part in Crimean War ?","Charles Bocher","38125","Which person has the disease obesity ?","Millard Fillmore"
"331","17326","Who participated in Korean War ?","Australia","59725","Which activity is afflicted by lung cancer ?","Diagnosis of lung cancer"
"332","293","What is associated with Nepal ?","flag of Nepal","8066","Which conceptual model has a correspondence with the language English ?","Homosaurus"
"333","4316","What has Warsaw as its flag","flag of Warsaw","10084","Which website has Japan as the language related to it ?","Piapro"
"334","14615","Which administrative territory has flag named flag of Brazil ?","Brazil","17466","Which language family has an association with Tai Tham alphabet ?","Northern Thai"
"335","22050","What is the name of coat of arms associated with President of the United States of America ?","flag of the President of the United States","5173","Which thoroughfare has Belarus as its departure point ?","Highway M01"
"336","784","Which person directed Are You Being Served? ?","Bob Spiers","10553","Which thoroughfare is Tucson a destination for ?","Interstate 19"
"337","1855","Which person served as the directed of The Lorax ?","Chris Renaud","6572","Which construction is the home field of Cincinnati Reds ?","Great American Ball Park"
"338","2095","Who was the director of Double Game ?","Carlo Ausino","18203","Which stadium is the home venue of Mansfield Town F.C. ?","Field Mill"
"339","2493","Who was Bayside Shakedown: The Movie directed by ?","Katsuyuki Motohiro","25983","Which sports venue is the ground of Florida Gators women's soccer ?","James G. Pressly Stadium"
"340","6620","Who directed The Telephone Operator ?","Hanns Schwarz","38373","Which organization has Stadio Olimpico di Torino as its home field ?","Juventus F.C."
"341","6902","Which work of art is Sven Nykvist a director of ?","The Ox","1203","Which cultural property gives the heritage status of Bucharest Bărăția ?","historic monument"
"342","56678","Which television program has Andrew Wilson as its director ?","Death on the Nile","11895","Which building represents the heritage status given to Church Of St Mary ?","Grade II* listed building"
"343","369","Which french administrative division has Montsalvy has its center of administration ?","canton of Montsalvy","14062","Which building heritage status does Nottingham Cathedral have ?","Grade II* listed building"
"344","570","Which administrative territory has Ljubljana as its county seat ?","Slovenia","14046","Which film did English dub for ?","The Legend of the North Wind"
"345","3113","Which administrative territory is the county seat for England ?","London","23221","Which film had its voice dubbing done by English ?","The Legend of the North Wind"
"346","6190","What is the capital of Kazakhstan ?","Nur-Sultan","27058","Which film has been dubbed by English ?","The Legend of the North Wind"
"347","22922","What has Springfield as its capital ?","Illinois","28269","Which film had English as the dubbing artist ?","The Legend of the North Wind"
"348","46212","Which city is center of administration for Bosnia and Herzegovina ?","Sarajevo","40496","Who did the voice dubbing for GeGeGe no Kitarō ?","Emiri Katō"
"349","1142","Where is the headquarter of Social Democratic Party of Germany located ?","Willy-Brandt-Haus","4406","Which type of sport has its origin at Heerlen ?","2015 Eneco Tour, Stage 6"
"350","2208","Which political organization has its head office location at Onex ?","Geneva Citizens' Movement","10947","Where does 2013 Tour de France start ?","Porto-Vecchio"
"351","3192","Which administrative territory is the headquarter location of Harvard University ?","Cambridge","12022","Which cycling race class has Budapest as the start location ?","2016 Visegrad 4 Bicycle Race-GP Hungary"
"352","4276","Which assembly has the principal seat at Free Hanseatic City of Bremen ?","Bürgerschaft of Bremen","13109","Which people has start point at Georgia ?","Georgians in France"
"353","4925","Where is the head office for Royal Netherlands Academy of Arts and Sciences located ?","Trippenhuis","24801","Which travel originates at London ?","Imperial Trans-Antarctic Expedition"
"354","8203","Which city is the HQ of National Irish Bank ?","Dublin","27942","Where does 2015 Clásica de Almería originate from ?","Almería"
"355","15317","Which social group has headquarters located at Belarus ?","Mova Nanova","31203","Which french administrative division is a start point of 1960 Grand Prix de Denain ?","Denain"
"356","16091","Which word has HQ at Liesing ?","LAG","31678","Which people starts at Georgia ?","Georgians in France"
"357","533","Which municipality of Albania is twin town of Castel Bolognese ?","Belsh","5329","Which work represents an edition or translation of Iron Man 2 ?","Iron Man 2"
"358","1962","Which french administrative division is twin city of Jelgava ?","Rueil-Malmaison","11495","What is the event for which go is the translation ?","go"
"359","429","Which metabolic process is 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)    BF4365 involved in ?","oxidation-reduction process","6014","Who acted as the production designer of L'orologio a cucù ?","Gino Franzi"
"360","665","What is the behavior that Mu-type opioid receptor is involved in ?","eating behavior","8882","Which person created the production designs of Paprika ?","Paolo Biagetti"
"361","3980","What biological process is Apoptosis regulator Bcl-2 involved in ?","behavioral fear response","48190","Which work of art did Angelo P. Graham design ?","Scent of a Woman"
"362","7679","Which biological process is methylcobalamin:coenzyme M methyltransferase    CLC_1525 involved in ?","methylation","6637","What religion is Jacques de la Passion affiliated to ?","Carmelites"
"363","10052","Which process is Histone deacetylase 2 involved in ?","rhythmic process","5886","Which party was organized by Nazi Party ?","Reich Harvest Thanksgiving Festival"
"364","11415","Which process is Olfactory receptor 10AD1 involved in ?","response to stimulus","7956","Who is the organizer of 1990–91 Cypriot Fourth Division (Limassol-Paphos Group) ?","Cyprus Football Association"
"365","26723","Which process is ABC transporter    Moth_2429 involved in ?","metabolism","12438","Who organized 2002 FIFA World Cup ?","FIFA"
"366","29903","Which process is hypothetical protein    RP121 involved in ?","metabolism","18061","Who event did Nazi Party serve as the organizer for ?","Degenerate Art Exhibition"
"367","41519","Which process is Uridine-cytidine kinase-like 1 involved in ?","metabolism","31196","Which international sport governing body organized 2006 FIFA World Cup ?","FIFA"
"368","57518","Which process is Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta involved in ?","response to stimulus","4197","Which is the technical standard where United Kingdom is located in ?","Greenwich Mean Time"
"369","882","Which building is situated at CFB Bagotville ?","Alert Hangar","11300","What timezone is England located in ?","Greenwich Mean Time"
"370","901","Which sports venue is the place where 1998 Winter Olympics is located ?","Nagano Olympic Stadium","5981","Which text has the character Alexander Pushkin ?","The Infinite Deadlock"
"371","1479","Which television program is located at United Kingdom ?","The Royals","6976","Which comic format is Yūichi Tachibana a character of ?","Initial D"
"372","2461","Which scientific method has its location as RV Polarstern ?","EisenEx","7522","What is the television genre that has Marge Simpson as a character ?","The Simpsons"
"373","3267","Where can Rotterdam Centraal railway station be found ?","Rotterdam","22940","What is the name of the person who plays a role in A Crown of Swords ?","Rand al'Thor"
"374","3885","Where is Battle of San Marcial located ?","Irun","42725","Who appears as a character in Harry Potter and the Philosopher's Stone ?","Ginny Weasley"
"375","5116","Where is 1960 Summer Olympics situated ?","Stadio Olimpico","9726","Which award is awarded by Kazakhstan ?","Order of the Golden Eagle"
"376","10133","What is located at Kyiv ?","Molodist","19670","Which award is conferred by German Academy of Sciences Leopoldina ?","Carus medal"
"377","11016","Which wine-producing region is the location of Kendall-Jackson ?","North Coast AVA","20498","Which award is bestowed by Social Democratic Party of Germany ?","Willy-Brandt-Medaille"
"378","14679","What is situated at Braunschweig ?","Braunschweig Film Festival","21283","Which award is given by Finland ?","Finnish State Prize for Literature"
"379","779","Which person has Cornelius Varley as their brother ?","William Fleetwood Varley","24345","Which award is granted by Social Democratic Party of Germany ?","Willy-Brandt-Medaille"
"380","1278","Who is the brother of Frideborg Winblad ?","John Edward Winblad","33237","Who awards IEEE Emanuel R. Piore Award ?","Institute of Electrical and Electronics Engineers"
"381","1498","Who is Mike Myers a sibling of ?","Paul Myers","43818","Which nonprofit organization confers BAFTA Award for Best Film ?","British Academy of Film and Television Arts"
"382","2928","Who is a sibling of Félix Voisin ?","Auguste Félix Voisin","2255","Which application was designed by Ken Sugimori ?","Smart Ball"
"383","4807","Which person had Boleslaus I, Duke of Bohemia as brother ?","Saint Wenceslaus I, Duke of Bohemia","19866","Who created the design for Starship Titanic ?","Douglas Adams"
"384","60090","Who has Rudolf I, Duke of Bavaria as their sibling ?","Louis IV","20009","Which application had designs created by composer ?","Shūjin e no Pert-em-Hru"
"385","202","Which geographic location is Switzerland a part of ?","Europe","21869","Who is the designer of Call of Duty: Modern Warfare 3 ?","Glen Schofield"
"386","1943","Where is Yemen situated ?","Asia","31948","Which torpedo had designs produced by Harvard University ?","Mark 31 torpedo"
"387","6525","Where is Germany located ?","Europe","36201","Which coat of arms was United States Army the designer of ?","flag of the United States Army"
"388","48517","Where is Wappo language located ?","North America","36330","Who designed Flashback ?","Paul Cuisset"
"389","2409","Which administrative territory was the place of residence of John Williams ?","Cardiff","4872","Where was 2013 World Series originally aired ?","Fox Broadcasting Company"
"390","3007","Where did Maximilian Mittelstädt live ?","Berlin","14994","Which network was the first to air House ?","Fox Broadcasting Company"
