"Index","UID1","Ques1","Ans1","UID2","Ques2","Ans2"
"228","7030","Who founded Rome ?","Romulus","523","Which literary work presented composer ?","Hosanna"
"229","11435","Who founded Evernote ?","Stepan Pachikov","3848","Which person was performed by Gul'dan ?","Daniel Wu"
"230","12669","Who founded Joensuu ?","Nicholas I of Russia","4610","Who performed Mitsuo Iwata ?","Go Ahead!"
"231","14785","Who founded Communist Party of Réunion ?","Paul Vergès","5191","Who delivered the performance of Justin Guarini ?","Stranger Things Have Happened"
"232","17591","Which abstract being founded Christianity ?","Jesus","8817","What was staged by Surfer Rosa ?","Pixies"
"233","20235","Who founded Bryn Mawr College ?","M. Carey Thomas","9970","What did This One's for You (David Guetta song) perform ?","David Guetta"
"234","23271","Which legislature founded Harvard University ?","Massachusetts General Court","12983","Who performed Javier Bardem ?","Silva"
"235","27718","Who founded Royal Society of Literature ?","George IV of the United Kingdom","13131","Who performed Angelina Jolie ?","Maleficent"
"236","30244","Who founded Capitol Records ?","Johnny Mercer","13365","Who performed Laurent Hilaire ?","Le Parc"
"237","32824","Who founded New York University ?","Albert Gallatin","15438","What did Vigilante Lover perform ?","John Cale"
"238","33308","Who founded Moscow ?","Yuri Dolgorukiy","15600","Which release presented John Dankworth ?","What the Dickens!"
"239","34815","Who founded Nazi Party ?","Anton Drexler","16480","Which release performed Germany national football team ?","Far Away in America"
"240","39696","Who founded Helsinki ?","Gustav I of Sweden","17035","Which fictional character presented Jean-Claude Brialy ?","Arsène Lupin"
"241","49653","Who founded University of Göttingen ?","George II of Great Britain","18275","What did Full Circle perform ?","Xzibit"
"242","56274","Who founded Legion of Honour ?","Napoleon","20160","Who performed composer ?","Hosanna"
"243","770","Which work of art was filmed at Wrocław ?","Bridge of Spies","23229","Who performed Anne Bancroft ?","Miss Havisham"
"244","1324","Which city was Magic Magic filmed on ?","Chile","31303","Which abstract being performed Noah Gray-Cabey ?","Micah Sanders"
"245","1371","Which location was Payoff filmed ?","Marseille","39732","Which fictional humanoid performed Bernd Michael Lade ?","Nico Pavon"
"246","1736","Where was Samson filmed ?","Paris","51363","What did The Remixes perform ?","Shakira"
"247","1817","Where was Romantic Island filmed ?","Philippines","54248","Who performed Junior Kimbrough ?","All Night Long"
"248","2388","Which administrative territory was In the Loop filmed at ?","London","54684","Who performed Ashley Hamilton ?","Wimmin'"
"249","3893","What was the location of filming The Holy Girl ?","La Ciénaga","64086","Who performed Kyle Riabko ?","Before I Speak"
"250","5151","Where was The Pilgrim filmed ?","Rio de Janeiro","81","Which artwork series has Spain as its location of final assembly ?","The Madonna of Port Lligat"
"251","9053","Where was Life as a Fatal Sexually Transmitted Disease filmed ?","Kraków","127","Where is the final place of assembly for MS Azura ?","Monfalcone"
"252","9764","Which film genre was filmed in the location Italy ?","Nostalgija vampira","4928","Which painting has Germany as its final assembly location ?","Marienaltar"
"253","10520","Where was Mutiny on the Bounty filmed ?","Tahiti","460","What is an otrhologus gene for C1QTNF3 ?","C1qtnf3"
"254","47038","Where was King of the Gypsies filmed ?","New Jersey","662","Which nucleic acid sequence is an orthologous gene for Cc2d2a ?","CC2D2A"
"255","58436","Where was Silkwood filmed ?","New Mexico","1719","What is the name of the species that has HTR2A as its orthologous gene ?","Htr2a"
"256","275","Which collectable was written by Lemmy Kilmister ?","White Line Fever","128","What is a significant event associated with Sylph ?","shipwrecking"
"257","727","What is the collectable written by Atom Egoyan ?","Dear Sandra","1104","Which significant event is Enceladus Fountain associated with ?","conservation"
"258","746","Who penned The Spoiler ?","Annalena McAfee","1830","Which person is myocardial infarction a key event of ?","Richard Pryor"
"259","852","Who was the writer of Hogfather ?","Terry Pratchett","10560","Which fortress had World War I as its key event ?","Hohenzollern Redoubt"
"260","1567","Who authored original 1568 version of Vasari's ""Lives of the Most Excellent Painters, etc"" ?","Giorgio Vasari","180","Which title has George Nares achieved ?","vice-admiral"
"261","2377","Which collectable is Thomas Kinsella an author of ?","Louis le Brocquy Táin illustrations","1355","What is the title conferred upon Francisco Franco Salgado-Araujo ?","general officer"
"262","4600","Who authored Mémoires d'un touriste ?","Stendhal","1980","Which title was the military rank held by Carlos Eduardo del Valle Carrizo Salvadores ?","colonel"
"263","4601","Who wrote Wolfsbane ?","Jacqueline Rayner","5685","Which military rank has Carlo Bergamini achieved ?","admiral"
"264","5337","Which collectable has Thomas Aquinas as its author ?","on being and essence","23376","Which person holds soldier ?","Maurice Poedts"
"265","6309","Who authored Die altägyptischen Gaue ?","Wolfgang Helck","23762","Who holds a military rank named engineer ?","Edouard Caspari"
"266","7134","Which literary work is written by Irène Némirovsky ?","Suite française","25229","Which person ranks soldier in military ranking ?","Maurice Poedts"
"267","8124","Who penned Coma ?","Robin Cook","30302","Which person possesses engineer ?","Edouard Caspari"
"268","8214","Who penned Das Lied der Deutschen ?","August Heinrich Hoffmann von Fallersleben","344","Which film award was Mario Monicelli nominated for ?","Academy Award for Best Writing, Original Screenplay"
"269","11199","Which person authored Harvey, John ?","John Knox Laughton","5069","Which person was nominated for Best Actress Award ?","Jaclyn Jose"
"270","11354","Who authored The Divine Comedy ?","Dante Alighieri","12101","Which television award did Avatar: The Last Airbender receive ?","Kids' Choice Award for Favorite Cartoon"
"271","14923","Who wrote K-On! ?","Kakifly","13572","Which award does Tim Pigott-Smith have ?","Tony Award for Best Actor in a Play"
"272","18446","Who authored A Fighting Man of Mars ?","Edgar Rice Burroughs","17456","Which award was Shadowfax a recipient of ?","Grammy Award for Best New Age Album"
"273","20880","Who wrote The PFA footballers' who's who 2008-09 ?","Barry Hugman","26139","Which award did Ana Bertha Espín receive ?","Ariel Award for Best Actress"
"274","21540","Who authored Emma in Winter ?","Penelope Farmer","335","Which color is associated with One Hour with You ?","black-and-white photographic film"
"275","21601","Who authored Catsomy, le chat qui dérape?","Jérémy Taburchi","1205","What is the color of Flag of Romania ?","cobalt blue"
"276","21738","Who wrote Desconhort ?","Ramon Llull","1869","Which physical property is Harvard University associated with ?","crimson"
"277","25775","Who penned Dictionary of American Naval Aviation Squadrons Volume I: The History of VA, VAH, VAK, VAL, VAP and VFA Squadrons ?","Roy A. Grossnick","27782","Which coat of arms is gold in color ?","flag of the Armenian Soviet Socialist Republic"
"278","27116","Who penned Yahya Hassan ?","Yahya Hassan","881","Which organization was the production company of Fantastic Four: Rise of the Silver Surfer ?","Ingenious Media"
"279","29555","Who authored Invisible Man ?","Ralph Ellison","1348","Which work of art had United States of America as the production house ?","Crustacés et Coquillages"
"280","30446","Who authored LaBrava ?","Elmore Leonard","3049","Who was the producer of Alex & Emma ?","Franchise Pictures"
"281","34071","Who authored Chobits ?","Clamp","3671","Who produced Your Highness ?","Scott Stuber"
"282","36982","Who penned Beastly ?","Alex Flinn","6415","Which film genre was produced by University of California, Los Angeles ?","9"
"283","40681","Who authored Ore no Imōto ga Konna ni Kawaii Wake ga Nai ?","Hideyuki Kurata","26690","Which organization produces The Green Terror ?","Gaumont-British Picture Corporation"
"284","42483","Who wrote Gakuen Heaven ?","You Higuri","34781","Who produced Barbie in A Mermaid Tale 2 ?","Mattel"
"285","45250","Who wrote Crow Girl ?","Erik Axl Sund","42881","Who produced Mood Indigo ?","France 2"
"286","46865","Who authored Noise: The Political Economy of Music ?","Jacques Attali","43575","Who produced Seven Sinners ?","Warner Bros."
"287","52101","Who authored Gnomes ?","Wil Huygen","45862","Who produced Lupin III: Pandora no Isan ?","Tose Co."
"288","57543","Who authored Baka and Test ?","Kenji Inoue","47197","Which person produces Poison ?","Christine Vachon"
"289","59263","Who penned Sétimo?","André Vianco","50832","Who produced Strangers on a Train ?","Warner Bros."
"290","62340","Who authored Bitten ?","Kelley Armstrong","52699","Who produced A Matter of Earnestness ?","Finos Film"
"291","1200","What is the record label of Beryl Davis ?","Hindsight Record Company","634","What is accepted as the currency of Russia ?","Soviet ruble"
"292","1349","Who sponsored the recoding of Tiffany ?","SM Entertainment","1520","What is the architectural structure occupied by association football ?","Dębińska Road Stadium"
"293","1571","Which release has association football as its record label ?","Yeovil True","1657","Which building is occupied by George VI ?","Windsor Castle"
"294","5279","Which division sponsored the recording of Resolution ?","Black Saint/Soul Note","7232","What was inhabited by Pittsburgh Penguins ?","PPG Paints Arena"
"295","12663","Which album has BBC as its recording sponsor ?","A House: Live in Concert","9088","Which sports venue is inhabited by 2002 FIFA World Cup ?","Daegu Stadium"
"296","192","What is the ethnicity of Stanley Crouch ?","African Americans","28411","Who is an occupant of Witte Dame ?","Fontys University of Applied Sciences"
"297","1339","Which people does Vladimir Putin have as his/her race ?","Russians","35401","Who was the tenant of Rizal Memorial Baseball Stadium ?","Philippines national baseball team"
